1,15374284.34,1071564.247,571.65,CB,101266
2,15374043.07,1071091.74,576.876,CB,101123
3,15373871.77,1070925.846,580.711,CB,101013
4,15374339.56,1071642.461,571.396,CB,101279
5,15374531.14,1071793.486,573.357,CB,101214
6,15373726.4,1070703.747,580.547,CB,101115
7,15373504.39,1070066.101,577.525,CB,100884
8,15373471.3,1070138.976,577.344,CB,100830
9,15373296.65,1069808.237,583.251,CB,100797 200404
10,15374142.83,1071244.39,575.087,CB,101139
11,15373527.37,1070109.849,577.365,CB,100898
12,15373746.99,1070695.759,581.065,CB,100976
13,15373622.94,1070473.043,579.159,CB,100943
14,15373358.17,1069766.589,580.331,CB,100855
15,15374473.02,1071828.461,573.32,CB,101307
16,15374391.79,1071595.572,571.325,CB,101180
17,15374467.84,1071817.061,573.212,CB,101308
18,15374394.57,1071601.267,571.354,CB,101181
19,15373930.56,1070894.648,579.256,CB,101096
20,15374336.85,1071517.912,571.781,CB,101174
21,15374080.48,1071274.668,576.571,CB,101230
22,15373596.56,1070239.677,577.892,CB,100917
23,15373470.06,1070131.547,577.336,CB,100829
24,15373409.37,1070019.083,577.948,CB,100818
25,15373821.81,1070924.053,585.378,CB,101363
26,15373834.81,1070917.909,585.58,CB,101364
27,15373980.63,1071121.207,578.404,CB,101122
28,15373695.88,1070436.235,579.269,CB,101056
29,15374830.23,1072344.507,581.174,CB,600754
30,15374750.15,1072261.746,582.713,CB,600703
31,15373985.45,1070790.678,580.155,CB,601180
32,15375885.23,1073933.524,580.357,CB,600922
33,15375763.49,1073688.243,576.918,CB,600901
34,15375590.91,1073519.18,574.535,CB,600847
35,15374400.92,1071600.173,571.372,CB,601271
36,15374047.2,1071085.026,577.235,CB,601051
37,15374396.45,1071594.093,571.384,CB,601272
38,15375690.97,1073722.34,577.24,CB,600827
39,15375813.16,1073970.923,580.441,CB,600805
40,15374340.43,1071514.59,571.819,CB,601263
41,15374015.14,1070873.556,581.678,CB,601197
42,15374145.26,1071236.906,575.473,CB,601065
43,15373934.72,1070890.731,579.477,CB,601032
44,15374026.96,1070864.767,581.029,CB,601198
45,15374199.38,1071194.056,574.156,CB,601099
46,15373987.46,1070862.745,578.446,CB,601133
47,15374402.09,1071481.945,571.773,CB,601233
48,15374455.63,1071559.942,571.406,CB,601222
49,15374102.66,1071044.466,575.928,CB,601112
50,15376149.5,1074453.442,579.405,CB,600980
51,15374452.93,1071553.978,571.436,CB,601223
52,15373969.17,1070802.949,580.961,CB,601179
53,15376153.04,1074459.1,579.422,CB,600981
54,15376135.19,1074469.789,580.24,CB,600995
55,15375655.91,1073490.598,574.484,CB,600874
56,15373771.48,1070395.935,579.082,CB,302578
57,15374538.58,1071795.403,573.199,CB,302335
58,15374603.23,1071768.766,573.344,CB,302324
59,15373772.89,1070395.062,579.059,CB,302578
60,15373669.15,1070200.967,577.757,CB,200389
61,15374539.95,1071794.399,573.198,CB,302335
62,15375155.52,1072576.696,580.214,CB,302219
63,15375516.66,1073356.87,573.378,CB,302207
64,15373701.42,1070433.237,579.332,CB,302626
65,15375156.86,1072575.745,580.239,CB,302219
66,15375521.42,1073366.884,573.327,CB,302208
67,15375458.37,1073247.739,573.954,CB,302191
68,15373593.01,1070069.112,577.337,CB,200433 302528
69,15375100.49,1072600.28,579.083,CB,302429
70,15374886.85,1072171.468,578.517,CB,302281
71,15374888.32,1072170.437,578.52,CB,302281
72,15373539.57,1070103.994,577.389,CB,302480
73,15375319.11,1072790.815,578.86,CB,302073
74,15375348.47,1073027.586,575.612,CB,302173
75,15375317.55,1072791.715,578.857,CB,302073
76,15373510.41,1069906.432,578.491,CB,200415
77,15374680.94,1071996.637,575.768,CB,302361
78,15374682.37,1071995.771,575.752,CB,302361
79,15373426.82,1069741.009,580.319,CB,200407
80,15375242.51,1072836.936,577.281,CB,302154
81,15375525.28,1073225.98,574.269,CB,302023
82,15374832.51,1072207.957,578.35,CB,302387
83,15374736.94,1071956.444,575.639,CB,302298
84,15375244.23,1072835.942,577.285,CB,302154
85,15375526.86,1073225.259,574.246,CB,302023
86,15375571.46,1073341.875,573.465,CB,302001
87,15375241.1,1072680.222,579.864,CB,302695
88,15374830.95,1072209.019,578.373,CB,302387
89,15374735.65,1071957.339,575.667,CB,302298
90,15375568.07,1073333.151,573.571,CB,302002
91,15375250.74,1072667.228,580.211,CB,302696
92,15375230.18,1072685.956,579.358,CB,302124
93,15375228.65,1072687.008,579.324,CB,302124
94,15375423.02,1072996.672,576.893,CB,302048
95,15375458.18,1073265.025,574.025,CB,101695
96,15375691.99,1073737.97,577.353,CB,102103
97,15375816.47,1074152.851,582.253,CB,101960
98,15374771.24,1072252.481,579.167,CB,101465
99,15375825.06,1074153.991,582.469,CB,101961
100,15375458.37,1073400.5,573.497,CB,101840
101,15374621.18,1072040.979,576.129,CB,101444
102,15375455.46,1073392.141,573.472,CB,101841
103,15375392.27,1073291.86,573.718,CB,101753
104,15374906.71,1072470.766,579.788,CB,101511
105,15374922.8,1072453.457,580.587,CB,101512
106,15375519.79,1073551.155,574.332,CB,101878
107,15375275.81,1072909.455,577.315,CB,101658
108,15375040.21,1072666.277,578.51,CB,101824
109,15375159.82,1072864.953,576.776,CB,101802
110,15375507.47,1073374.826,573.558,CB,101714
111,15374677.15,1071999.781,576.185,CB,101549
112,15375913.89,1074388.994,584.438,CB,102160
113,15375796.44,1074160.699,581.83,CB,101957
114,15375511.11,1073378.92,573.594,CB,101715
115,15375890.28,1074397.697,584.185,CB,102161
116,15375733.31,1074009.606,579.962,CB,101936
117,15375617.88,1073769.222,577.167,CB,101903
118,15375111.96,1072632.579,579.826,CB,101628
119,15375580.21,1073510.566,574.339,CB,101739
120,15375273.71,1073071.853,574.949,CB,101791
121,15374821.54,1072205.525,578.98,CB,101571
122,15375809.03,1073973.209,580.579,CB,102078
123,15375342.71,1073031.674,576.174,CB,101671
124,15373303.29,1069805.355,580.413,CB,200402
125,15373473.09,1070138.081,577.25,CB,100830
126,15373624.72,1070472.122,579.184,CB,100943
127,15373728.26,1070703.024,580.569,CB,101115
128,15373873.54,1070924.908,580.707,CB,101013
129,15373982.33,1071120.147,578.392,CB,101122
130,15374082.13,1071273.541,576.546,CB,101230
131,15374285.99,1071563.121,571.65,CB,101266
